"campaignid","opcode","family","genus","species","code","length_mm","number","range","rms","precision","latitude_dd","longitude_dd","date_time","site","location","status","depth_m","successful_count","successful_length","observer_count","observer_length","inclusion_probability","visibility_m"
"SCI3304-2025","I1","Paralichthyidae","Pseudorhombus","jenynsii","37460002",NA,0,NA,NA,NA,-35.0406,117.9238056,"2025-04-25T09:54:00+08:00","Inlet","Prince Harbour","fished","7.4","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I1","Sillaginidae","Sillaginodes","punctatus","37330001",NA,0,NA,NA,NA,-35.0406,117.9238056,"2025-04-25T09:54:00+08:00","Inlet","Prince Harbour","fished","7.4","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I1","Sphyraenidae","Sphyraena","novaehollandiae","37382002",NA,0,NA,NA,NA,-35.0406,117.9238056,"2025-04-25T09:54:00+08:00","Inlet","Prince Harbour","fished","7.4","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I1","Terapontidae","Pelates","octolineatus","37321020",NA,0,NA,NA,NA,-35.0406,117.9238056,"2025-04-25T09:54:00+08:00","Inlet","Prince Harbour","fished","7.4","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I1","Tetraodontidae","Torquigener","vicinus","37467063",NA,0,NA,NA,NA,-35.0406,117.9238056,"2025-04-25T09:54:00+08:00","Inlet","Prince Harbour","fished","7.4","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Apogonidae","Ostorhinchus","rueppellii","37327040",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Apogonidae","Siphamia","cephalotes","37327032",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Arripidae","Arripis","georgianus","37344001",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Arripidae","Arripis","truttaceus","37344004",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Carangidae","Pseudocaranx","spp",NA,NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Carangidae","Trachurus","novaezelandiae","37337003",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Carangidae","Trachurus","spp",NA,NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Dinolestidae","Dinolestes","lewini","37327002",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Gerreidae","Parequula","melbournensis","37349001",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Labridae","Haletta","semifasciata","37385009",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Labridae","Haletta","semifasciata",NA,NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Labridae","Neoodax","balteatus","37385005",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Labridae","Notolabrus","parilus","37384022",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Labridae","Unknown","spp",NA,NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Loliginidae","Sepioteuthis","australis","23617005",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Monacanthidae","Acanthaluteres","brownii","37465001",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Monacanthidae","Acanthaluteres","spp",NA,NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Monacanthidae","Meuschenia","galii","37465040",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Monacanthidae","Scobinichthys","granulatus","37465007",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Monacanthidae","Unknown","spp",NA,NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Mullidae","Upeneichthys","vlamingii","37355029",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Paralichthyidae","Pseudorhombus","jenynsii","37460002",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Sillaginidae","Sillaginodes","punctatus","37330001",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Sphyraenidae","Sphyraena","novaehollandiae","37382002",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Terapontidae","Pelates","octolineatus","37321020",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Tetraodontidae","Torquigener","vicinus","37467063",NA,0,NA,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Apogonidae","Ostorhinchus","rueppellii","37327040",NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Apogonidae","Siphamia","cephalotes","37327032",NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Arripidae","Arripis","georgianus","37344001",NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Arripidae","Arripis","truttaceus","37344004",NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Carangidae","Pseudocaranx","spp",NA,NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Carangidae","Trachurus","novaezelandiae","37337003",NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Carangidae","Trachurus","spp",NA,NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Dinolestidae","Dinolestes","lewini","37327002",NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Gerreidae","Parequula","melbournensis","37349001",121.41417,2,1483.55826,2.00035,2.86096,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Labridae","Haletta","semifasciata","37385009",NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Labridae","Haletta","semifasciata",NA,NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Labridae","Neoodax","balteatus","37385005",NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Labridae","Notolabrus","parilus","37384022",NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Labridae","Unknown","spp",NA,NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Loliginidae","Sepioteuthis","australis","23617005",NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Monacanthidae","Acanthaluteres","brownii","37465001",NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Monacanthidae","Acanthaluteres","spp",NA,NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Monacanthidae","Meuschenia","galii","37465040",178.83296,1,2010.33316,3.71527,4.4005,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Monacanthidae","Scobinichthys","granulatus","37465007",NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Monacanthidae","Unknown","spp",NA,NA,2,1008.02547,2.43665,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Mullidae","Upeneichthys","vlamingii","37355029",196.19644,1,1368.62415,0.83385,3.5744,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Paralichthyidae","Pseudorhombus","jenynsii","37460002",NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Sillaginidae","Sillaginodes","punctatus","37330001",NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Sphyraenidae","Sphyraena","novaehollandiae","37382002",NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Terapontidae","Pelates","octolineatus","37321020",NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Tetraodontidae","Torquigener","vicinus","37467063",NA,0,NA,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","R1","Apogonidae","Ostorhinchus","rueppellii","37327040",NA,0,NA,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Apogonidae","Siphamia","cephalotes","37327032",NA,0,NA,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Arripidae","Arripis","georgianus","37344001",187.42811,1,1846.91851,1.93718,8.51817,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Arripidae","Arripis","truttaceus","37344004",NA,0,NA,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Carangidae","Pseudocaranx","spp",NA,140.01747,1,1997.52165,2.72195,4.62849,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Carangidae","Pseudocaranx","spp",NA,148.537,1,2087.58176,2.10308,7.4348,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Carangidae","Pseudocaranx","spp",NA,145.31779,1,1992.16827,1.83746,4.27173,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Carangidae","Pseudocaranx","spp",NA,133.93616,1,2129.16453,1.43278,4.79947,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Carangidae","Pseudocaranx","spp",NA,156.45521,1,1610.21093,3.3941,2.76713,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Carangidae","Pseudocaranx","spp",NA,145.3134,1,1890.79284,0.48775,8.11763,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Carangidae","Pseudocaranx","spp",NA,NA,6,1118.14064,2.62488,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Carangidae","Trachurus","novaezelandiae","37337003",NA,0,NA,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Carangidae","Trachurus","spp",NA,NA,0,NA,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Dinolestidae","Dinolestes","lewini","37327002",NA,0,NA,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Gerreidae","Parequula","melbournensis","37349001",NA,0,NA,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Labridae","Haletta","semifasciata","37385009",NA,0,NA,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Labridae","Haletta","semifasciata",NA,NA,0,NA,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Labridae","Neoodax","balteatus","37385005",NA,0,NA,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Labridae","Notolabrus","parilus","37384022",230.54397,1,1869.56062,2.17256,2.58906,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Labridae","Unknown","spp",NA,NA,0,NA,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Loliginidae","Sepioteuthis","australis","23617005",NA,0,NA,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Monacanthidae","Acanthaluteres","brownii","37465001",NA,0,NA,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Monacanthidae","Acanthaluteres","spp",NA,NA,0,NA,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Monacanthidae","Meuschenia","galii","37465040",NA,0,NA,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Monacanthidae","Scobinichthys","granulatus","37465007",NA,0,NA,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
