"campaignid","opcode","family","genus","species","code","length_mm","number","mass_kg","range","latitude_dd","longitude_dd","date_time","site","location","status","depth_m","successful_count","successful_length","observer_count","observer_length","inclusion_probability","visibility_m"
"SCI3304-2025","I2","Apogonidae","Ostorhinchus","rueppellii",NA,NA,0,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Arripidae","Arripis","georgianus",NA,NA,0,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Arripidae","Arripis","truttaceus",NA,NA,0,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Carangidae","Trachurus","novaezelandiae",NA,NA,0,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Dinolestidae","Dinolestes","lewini",NA,NA,0,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Gerreidae","Parequula","melbournensis",NA,NA,0,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Labridae","Haletta","semifasciata",NA,NA,0,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Labridae","Neoodax","balteatus",NA,NA,0,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Labridae","Notolabrus","parilus",NA,NA,0,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Monacanthidae","Acanthaluteres","brownii",NA,NA,0,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Monacanthidae","Meuschenia","galii",NA,NA,0,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Monacanthidae","Scobinichthys","granulatus",NA,NA,0,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Mullidae","Upeneichthys","vlamingii",NA,NA,0,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Sillaginidae","Sillaginodes","punctatus",NA,NA,0,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Sphyraenidae","Sphyraena","novaehollandiae",NA,NA,0,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Terapontidae","Pelates","octolineatus",NA,NA,0,NA,NA,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Apogonidae","Ostorhinchus","rueppellii",NA,NA,0,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Arripidae","Arripis","georgianus",NA,NA,0,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Arripidae","Arripis","truttaceus",NA,NA,0,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Carangidae","Trachurus","novaezelandiae",NA,NA,0,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Dinolestidae","Dinolestes","lewini",NA,NA,0,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Gerreidae","Parequula","melbournensis",NA,121.41417,2,0.0558921812176121,1483.55826,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Labridae","Haletta","semifasciata",NA,NA,0,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Labridae","Neoodax","balteatus",NA,NA,0,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Labridae","Notolabrus","parilus",NA,NA,0,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Monacanthidae","Acanthaluteres","brownii",NA,NA,0,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Monacanthidae","Meuschenia","galii",NA,178.83296,1,0.0762903485662604,2010.33316,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Monacanthidae","Scobinichthys","granulatus",NA,NA,0,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Mullidae","Upeneichthys","vlamingii",NA,196.19644,1,0.157267625522999,1368.62415,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Sillaginidae","Sillaginodes","punctatus",NA,NA,0,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Sphyraenidae","Sphyraena","novaehollandiae",NA,NA,0,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Terapontidae","Pelates","octolineatus",NA,NA,0,NA,NA,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","R1","Apogonidae","Ostorhinchus","rueppellii",NA,NA,0,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Arripidae","Arripis","georgianus",NA,187.42811,1,0.10999573270531,1846.91851,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Arripidae","Arripis","truttaceus",NA,NA,0,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Carangidae","Trachurus","novaezelandiae",NA,NA,0,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Dinolestidae","Dinolestes","lewini",NA,NA,0,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Gerreidae","Parequula","melbournensis",NA,NA,0,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Labridae","Haletta","semifasciata",NA,NA,0,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Labridae","Neoodax","balteatus",NA,NA,0,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Labridae","Notolabrus","parilus",NA,230.54397,1,0.192316721862656,1869.56062,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Monacanthidae","Acanthaluteres","brownii",NA,NA,0,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Monacanthidae","Meuschenia","galii",NA,NA,0,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Monacanthidae","Scobinichthys","granulatus",NA,NA,0,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Mullidae","Upeneichthys","vlamingii",NA,NA,0,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Sillaginidae","Sillaginodes","punctatus",NA,300.3062,1,0.121601493373177,2233.28801,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Sillaginidae","Sillaginodes","punctatus",NA,269.94296,1,0.0860391066205865,979.63343,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Sillaginidae","Sillaginodes","punctatus",NA,234.8198,1,0.0547131113262128,3225.94323,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Sillaginidae","Sillaginodes","punctatus",NA,260.58025,1,0.076722386382406,1900.70686,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Sphyraenidae","Sphyraena","novaehollandiae",NA,NA,0,NA,NA,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Terapontidae","Pelates","octolineatus",NA,184.22742,1,0.0838196368099577,1421.96178,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Terapontidae","Pelates","octolineatus",NA,174.4576,1,0.0714588500507247,1487.64492,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Terapontidae","Pelates","octolineatus",NA,174.04675,1,0.0709672445329729,1490.2671,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Terapontidae","Pelates","octolineatus",NA,171.22113,1,0.0676464868778996,1598.8666,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Terapontidae","Pelates","octolineatus",NA,170.75789,1,0.0671120448884164,1659.32985,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Terapontidae","Pelates","octolineatus",NA,181.38938,1,0.0800945992039442,1605.82439,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Terapontidae","Pelates","octolineatus",NA,176.15362,1,0.0735119880534563,1593.03755,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Terapontidae","Pelates","octolineatus",NA,155.5142,1,0.0510400310112066,1457.09205,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Terapontidae","Pelates","octolineatus",NA,178.07342,1,0.075882499296119,1740.8289,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Terapontidae","Pelates","octolineatus",NA,182.23475,1,0.0811925219901257,1607.46135,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R2","Apogonidae","Ostorhinchus","rueppellii",NA,NA,0,NA,NA,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Arripidae","Arripis","georgianus",NA,NA,0,NA,NA,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Arripidae","Arripis","truttaceus",NA,NA,0,NA,NA,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Carangidae","Trachurus","novaezelandiae",NA,NA,0,NA,NA,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Dinolestidae","Dinolestes","lewini",NA,NA,0,NA,NA,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Gerreidae","Parequula","melbournensis",NA,NA,0,NA,NA,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Labridae","Haletta","semifasciata",NA,NA,0,NA,NA,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Labridae","Neoodax","balteatus",NA,NA,0,NA,NA,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Labridae","Notolabrus","parilus",NA,NA,0,NA,NA,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Monacanthidae","Acanthaluteres","brownii",NA,NA,0,NA,NA,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Monacanthidae","Meuschenia","galii",NA,NA,0,NA,NA,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Monacanthidae","Scobinichthys","granulatus",NA,NA,0,NA,NA,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Mullidae","Upeneichthys","vlamingii",NA,NA,0,NA,NA,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Sillaginidae","Sillaginodes","punctatus",NA,279.80058,2,0.193325526838652,3449.5849,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Sillaginidae","Sillaginodes","punctatus",NA,185.65427,1,0.0254884851902929,1360.35703,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Sillaginidae","Sillaginodes","punctatus",NA,209.88564,2,0.0759751816148211,1272.74389,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Sillaginidae","Sillaginodes","punctatus",NA,202.46895,1,0.0337937244170803,1918.13166,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Sillaginidae","Sillaginodes","punctatus",NA,249.49013,1,0.0666169154198692,1556.35847,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Sillaginidae","Sillaginodes","punctatus",NA,264.30015,1,0.0803359122421459,1358.55844,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Sillaginidae","Sillaginodes","punctatus",NA,221.46748,1,0.0452347554678869,1216.72509,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Sphyraenidae","Sphyraena","novaehollandiae",NA,NA,0,NA,NA,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Terapontidae","Pelates","octolineatus",NA,NA,0,NA,NA,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R3","Apogonidae","Ostorhinchus","rueppellii",NA,NA,0,NA,NA,-35.03421667,117.8662333,"2025-04-23T11:09:00+08:00","Rocky","Prince Harbour","fished","3.1","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","R3","Arripidae","Arripis","georgianus",NA,NA,0,NA,NA,-35.03421667,117.8662333,"2025-04-23T11:09:00+08:00","Rocky","Prince Harbour","fished","3.1","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","R3","Arripidae","Arripis","truttaceus",NA,NA,0,NA,NA,-35.03421667,117.8662333,"2025-04-23T11:09:00+08:00","Rocky","Prince Harbour","fished","3.1","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","R3","Carangidae","Trachurus","novaezelandiae",NA,NA,0,NA,NA,-35.03421667,117.8662333,"2025-04-23T11:09:00+08:00","Rocky","Prince Harbour","fished","3.1","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","R3","Dinolestidae","Dinolestes","lewini",NA,NA,0,NA,NA,-35.03421667,117.8662333,"2025-04-23T11:09:00+08:00","Rocky","Prince Harbour","fished","3.1","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","R3","Gerreidae","Parequula","melbournensis",NA,NA,0,NA,NA,-35.03421667,117.8662333,"2025-04-23T11:09:00+08:00","Rocky","Prince Harbour","fished","3.1","Yes","Yes","James Wijaya","Darren Yap",NA,NA
"SCI3304-2025","R3","Labridae","Haletta","semifasciata",NA,172.08734,1,0.0442805261984334,2778.47431,-35.03421667,117.8662333,"2025-04-23T11:09:00+08:00","Rocky","Prince Harbour","fished","3.1","Yes","Yes","James Wijaya","Darren Yap",NA,NA
