"campaignid","opcode","family","genus","species","count","latitude_dd","longitude_dd","date_time","site","location","status","depth_m","successful_count","successful_length","observer_count","observer_length","inclusion_probability","visibility_m"
"SCI3304-2025","I2","Paralichthyidae","Pseudorhombus","jenynsii",0,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Sillaginidae","Sillaginodes","punctatus",0,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Sphyraenidae","Sphyraena","novaehollandiae",0,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Terapontidae","Pelates","octolineatus",0,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I2","Tetraodontidae","Torquigener","vicinus",0,-35.0412,117.9221167,"2025-04-25T09:56:00+08:00","Inlet","Prince Harbour","fished","7.9","Yes","Yes","Erika Teng Gui","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Apogonidae","Ostorhinchus","rueppellii",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Apogonidae","Siphamia","cephalotes",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Arripidae","Arripis","georgianus",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Arripidae","Arripis","truttaceus",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Carangidae","Pseudocaranx","spp",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Carangidae","Trachurus","novaezelandiae",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Carangidae","Trachurus","spp",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Dinolestidae","Dinolestes","lewini",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Gerreidae","Parequula","melbournensis",2,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Labridae","Haletta","semifasciata",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Labridae","Neoodax","balteatus",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Labridae","Notolabrus","parilus",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Labridae","Unknown","spp",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Loliginidae","Sepioteuthis","australis",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Monacanthidae","Acanthaluteres","brownii",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Monacanthidae","Acanthaluteres","spp",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Monacanthidae","Meuschenia","galii",1,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Monacanthidae","Scobinichthys","granulatus",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Monacanthidae","Unknown","spp",2,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Mullidae","Upeneichthys","vlamingii",1,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Paralichthyidae","Pseudorhombus","jenynsii",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Sillaginidae","Sillaginodes","punctatus",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Sphyraenidae","Sphyraena","novaehollandiae",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Terapontidae","Pelates","octolineatus",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","I3","Tetraodontidae","Torquigener","vicinus",0,-35.0429,117.9229333,"2025-04-25T10:08:00+08:00","Inlet","Prince Harbour","fished","8.6","Yes","Yes","Ephraim Chang","Khai Siang Tan",NA,NA
"SCI3304-2025","R1","Apogonidae","Ostorhinchus","rueppellii",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Apogonidae","Siphamia","cephalotes",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Arripidae","Arripis","georgianus",1,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Arripidae","Arripis","truttaceus",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Carangidae","Pseudocaranx","spp",12,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Carangidae","Trachurus","novaezelandiae",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Carangidae","Trachurus","spp",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Dinolestidae","Dinolestes","lewini",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Gerreidae","Parequula","melbournensis",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Labridae","Haletta","semifasciata",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Labridae","Neoodax","balteatus",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Labridae","Notolabrus","parilus",1,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Labridae","Unknown","spp",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Loliginidae","Sepioteuthis","australis",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Monacanthidae","Acanthaluteres","brownii",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Monacanthidae","Acanthaluteres","spp",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Monacanthidae","Meuschenia","galii",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Monacanthidae","Scobinichthys","granulatus",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Monacanthidae","Unknown","spp",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Mullidae","Upeneichthys","vlamingii",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Paralichthyidae","Pseudorhombus","jenynsii",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Sillaginidae","Sillaginodes","punctatus",4,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Sphyraenidae","Sphyraena","novaehollandiae",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Terapontidae","Pelates","octolineatus",19,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R1","Tetraodontidae","Torquigener","vicinus",0,-35.0335,117.8682667,"2025-04-23T10:38:00+08:00","Rocky","Prince Harbour","fished","3.2","Yes","Yes","Caelan McCuaig","Kayla Ferrera",NA,NA
"SCI3304-2025","R2","Apogonidae","Ostorhinchus","rueppellii",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Apogonidae","Siphamia","cephalotes",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Arripidae","Arripis","georgianus",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Arripidae","Arripis","truttaceus",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Carangidae","Pseudocaranx","spp",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Carangidae","Trachurus","novaezelandiae",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Carangidae","Trachurus","spp",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Dinolestidae","Dinolestes","lewini",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Gerreidae","Parequula","melbournensis",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Labridae","Haletta","semifasciata",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Labridae","Neoodax","balteatus",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Labridae","Notolabrus","parilus",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Labridae","Unknown","spp",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Loliginidae","Sepioteuthis","australis",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Monacanthidae","Acanthaluteres","brownii",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Monacanthidae","Acanthaluteres","spp",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Monacanthidae","Meuschenia","galii",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
"SCI3304-2025","R2","Monacanthidae","Scobinichthys","granulatus",0,-35.0326,117.86735,"2025-04-23T10:57:00+08:00","Rocky","Prince Harbour","fished","2.4","Yes","Yes","Khai Siang Tan","Darren Yap",NA,NA
